settlement_date,settlement_code,profiled_spm_consumption_sp01,profiled_spm_consumption_sp02,profiled_spm_consumption_sp03,profiled_spm_consumption_sp04,profiled_spm_consumption_sp05,profiled_spm_consumption_sp06,profiled_spm_consumption_sp07,profiled_spm_consumption_sp08,profiled_spm_consumption_sp09,profiled_spm_consumption_sp10,profiled_spm_consumption_sp11,profiled_spm_consumption_sp12,profiled_spm_consumption_sp13,profiled_spm_consumption_sp14,profiled_spm_consumption_sp15,profiled_spm_consumption_sp16,profiled_spm_consumption_sp17,profiled_spm_consumption_sp18,profiled_spm_consumption_sp19,profiled_spm_consumption_sp20,profiled_spm_consumption_sp21,profiled_spm_consumption_sp22,profiled_spm_consumption_sp23,profiled_spm_consumption_sp24,profiled_spm_consumption_sp25,profiled_spm_consumption_sp26,profiled_spm_consumption_sp27,profiled_spm_consumption_sp28,profiled_spm_consumption_sp29,profiled_spm_consumption_sp30,profiled_spm_consumption_sp31,profiled_spm_consumption_sp32,profiled_spm_consumption_sp33,profiled_spm_consumption_sp34,profiled_spm_consumption_sp35,profiled_spm_consumption_sp36,profiled_spm_consumption_sp37,profiled_spm_consumption_sp38,profiled_spm_consumption_sp39,profiled_spm_consumption_sp40
04/02/2023 00:00,SF,22.603,22.621,21.297,20.798,20.117,19.437,18.725,18.206,17.773,17.618,17.801,18.421,19.659,20.893,21.944,22.646,25.515,27.256,29.601,30.456,31.356,30.594,31.259,31.781,32.588,32.588,32.661,31.799,32.067,31.639,32.109,33.329,35.995,39.693,42.447,42.456,42.416,40.433,38.139,36.288
04/02/2023 00:00,R1,22.21,22.14,20.852,20.368,19.7,19.016,18.317,17.802,17.392,17.246,17.432,18.033,19.241,20.505,21.55,22.341,25.176,26.867,29.189,30.011,30.915,30.188,30.82,31.345,32.156,32.151,32.213,31.351,31.625,31.206,31.649,32.864,35.503,39.14,41.849,41.845,41.817,39.863,37.582,35.781
05/02/2023 00:00,SF,23.192,23.918,22.256,21.919,20.948,20.286,19.633,19.108,18.948,18.513,18.547,18.884,19.973,21.249,21.772,22.883,25.577,28.081,30.036,31.908,32.901,32.628,33.852,35.165,36.216,36.424,36.141,36.011,35.72,35.266,35.967,38.4,41.467,45.47,47.194,47.615,46.431,44.189,41.855,39.487
05/02/2023 00:00,R1,22.772,23.409,21.779,21.451,20.505,19.842,19.204,18.681,18.517,18.099,18.155,18.482,19.54,20.808,21.372,22.552,25.211,27.671,29.609,31.464,32.433,32.161,33.376,34.669,35.701,35.893,35.626,35.478,35.199,34.756,35.433,37.824,40.858,44.802,46.483,46.891,45.727,43.523,41.22,38.886
06/02/2023 00:00,SF,22.703,23.509,22.515,22.045,21.407,20.871,20.398,19.953,19.522,19.519,20.006,20.769,22.921,26.117,28.327,28.913,30.687,31.284,31.552,31.373,31.44,31.249,31.36,31.796,32.524,32.872,32.854,32.043,31.482,31.044,31.552,33.421,37.16,41.953,45.202,46.268,46.097,44.246,42.199,40.331
06/02/2023 00:00,R1,22.2,22.882,21.926,21.483,20.86,20.31,19.864,19.418,18.99,18.994,19.481,20.22,22.321,25.476,27.666,28.354,30.117,30.694,30.971,30.804,30.879,30.686,30.8,31.215,31.935,32.259,32.243,31.454,30.909,30.467,30.962,32.782,36.452,41.135,44.302,45.346,45.206,43.375,41.363,39.529
07/02/2023 00:00,SF,23.912,24.657,23.811,23.412,22.861,22.49,22.115,21.44,20.95,20.777,21.045,21.678,23.947,27.092,29.331,29.559,31.437,31.98,32.239,31.962,31.53,31.336,31.47,31.892,32.281,32.78,32.856,32.153,31.492,31.426,32.076,33.878,37.194,42.069,45.797,46.27,46.449,44.891,43.248,41.283
07/02/2023 00:00,R1,23.357,23.988,23.169,22.789,22.262,21.862,21.509,20.853,20.378,20.218,20.484,21.084,23.299,26.413,28.629,28.967,30.815,31.332,31.588,31.337,30.917,30.722,30.864,31.244,31.633,32.11,32.205,31.516,30.895,30.818,31.455,33.194,36.432,41.2,44.833,45.309,45.489,43.946,42.334,40.42
08/02/2023 00:00,SF,23.739,24.506,23.614,23.046,22.526,22.075,21.558,21.235,20.863,20.595,20.989,21.623,23.966,27.28,29.32,29.917,31.831,31.914,32.416,32.142,32.021,31.924,31.698,31.685,32.618,33.173,33.3,32.143,31.92,31.564,32.192,33.941,37.23,41.903,45.015,46.133,46.694,44.994,42.721,40.883
08/02/2023 00:00,R1,23.268,23.937,23.072,22.504,22.014,21.545,21.061,20.725,20.36,20.107,20.482,21.097,23.361,26.616,28.606,29.284,31.175,31.251,31.77,31.487,31.386,31.278,31.06,31.035,31.959,32.496,32.623,31.496,31.287,30.914,31.511,33.218,36.448,40.991,44.008,45.121,45.681,44.013,41.77,39.987
09/02/2023 00:00,SF,23.365,24.128,22.918,22.577,21.858,21.354,20.757,20.165,19.789,19.561,20,20.767,23.118,26.12,28.482,28.901,31.005,31.445,31.795,31.689,31.567,31.038,31.061,31.27,32.097,32.456,32.827,31.717,31.218,30.859,31.626,33.775,37.03,41.627,45.159,46.149,46.177,44.491,42.282,40.567
09/02/2023 00:00,R1,22.889,23.56,22.382,22.05,21.358,20.845,20.277,19.687,19.313,19.095,19.534,20.258,22.546,25.496,27.817,28.28,30.35,30.768,31.123,31.027,30.919,30.384,30.404,30.61,31.417,31.756,32.139,31.052,30.587,30.208,30.952,33.049,36.23,40.712,44.149,45.123,45.154,43.507,41.324,39.669
10/02/2023 00:00,SF,22.972,23.704,22.819,22.214,21.533,21.065,20.598,20.05,19.782,19.657,19.951,20.46,22.708,25.639,27.957,28.446,30.664,31.309,31.834,31.533,31.792,31.27,31.136,31.544,32.435,32.569,32.394,32.033,31.327,31.214,31.589,33.037,36.245,40.317,43.316,43.657,44.099,42.896,40.753,38.695
10/02/2023 00:00,R1,22.391,23.055,22.19,21.6,20.947,20.483,20.032,19.484,19.232,19.121,19.403,19.878,22.069,24.936,27.204,27.731,29.902,30.537,31.047,30.751,31.013,30.496,30.368,30.749,31.628,31.755,31.589,31.237,30.562,30.428,30.783,32.176,35.327,39.28,42.173,42.517,42.945,41.782,39.688,37.692
11/02/2023 00:00,SF,22.975,23.349,22.026,21.579,20.845,20.231,19.542,19.235,18.867,18.509,18.526,18.877,20.058,21.396,22.292,22.997,25.885,27.593,29.837,31.015,31.932,31.536,32.213,32.814,33.522,33.639,33.72,32.921,32.709,32.28,32.862,33.77,36.179,39.736,42.763,43.511,43.575,41.611,39.259,37.11
11/02/2023 00:00,R1,22.357,22.676,21.407,20.978,20.261,19.645,18.984,18.673,18.308,17.975,18.012,18.334,19.485,20.792,21.684,22.432,25.242,26.888,29.071,30.211,31.106,30.753,31.392,31.969,32.682,32.772,32.859,32.061,31.878,31.453,32,32.879,35.258,38.721,41.643,42.372,42.436,40.53,38.233,36.161
12/02/2023 00:00,SF,22.877,23.557,22.007,21.542,20.694,20.017,19.474,18.913,18.71,18.236,18.391,18.696,19.779,21.166,21.67,22.614,25.206,27.529,29.956,31.819,32.561,32.591,33.689,34.882,35.958,36.33,36.026,35.592,35.382,35.009,35.649,37.536,40.31,44.253,46.524,47.159,46.071,43.717,41.364,38.885
12/02/2023 00:00,R1,22.256,22.883,21.381,20.938,20.125,19.449,18.913,18.358,18.152,17.708,17.877,18.16,19.191,20.563,21.056,22.028,24.548,26.81,29.178,30.995,31.706,31.734,32.806,33.99,35.041,35.398,35.087,34.668,34.458,34.101,34.705,36.547,39.252,43.087,45.275,45.887,44.844,42.545,40.262,37.851
13/02/2023 00:00,SF,22.074,22.737,21.693,21.142,20.527,19.915,19.4,18.977,18.547,18.584,19.073,19.897,22.278,25.38,27.506,28.101,29.673,30.391,30.64,30.557,30.71,30.326,30.453,30.855,31.657,31.783,31.743,31.076,30.444,29.976,30.401,31.985,35.561,40.273,43.801,45.285,45.46,43.587,41.39,39.455
13/02/2023 00:00,R1,21.423,22.004,21.012,20.481,19.89,19.285,18.779,18.374,17.951,17.996,18.475,19.276,21.566,24.591,26.685,27.317,28.849,29.525,29.787,29.701,29.858,29.48,29.61,30.001,30.782,30.89,30.857,30.199,29.6,29.134,29.528,31.053,34.555,39.112,42.519,43.968,44.137,42.334,40.182,38.308
14/02/2023 00:00,SF,22.92,23.736,22.78,22.344,21.787,21.344,20.892,20.262,19.859,19.738,20.115,20.771,23.093,26.199,28.461,28.789,30.435,30.997,31.256,31.094,30.759,30.385,30.546,30.875,31.344,31.603,31.653,31.061,30.36,30.238,30.86,32.363,35.55,40.321,44.325,45.215,45.72,44.153,42.347,40.296
14/02/2023 00:00,R1,22.238,22.954,22.045,21.619,21.083,20.631,20.208,19.591,19.202,19.114,19.466,20.099,22.341,25.371,27.605,27.991,29.592,30.125,30.399,30.26,29.924,29.555,29.697,30.015,30.471,30.716,30.784,30.201,29.539,29.4,29.985,31.45,34.546,39.179,43.04,43.915,44.411,42.893,41.124,39.159
15/02/2023 00:00,SF,21.846,22.464,21.631,20.936,20.43,19.846,19.25,18.94,18.587,18.525,18.914,19.66,21.997,25.207,27.237,27.648,29.295,29.597,30.082,29.844,29.85,29.385,29.228,29.143,30.218,30.432,30.528,29.6,29.383,29.057,29.51,31.037,34.323,38.913,42.275,43.604,44.519,42.843,40.503,38.587
15/02/2023 00:00,R1,21.145,21.676,20.89,20.223,19.739,19.15,18.596,18.284,17.949,17.9,18.281,18.989,21.262,24.406,26.416,26.882,28.486,28.778,29.271,29.031,29.048,28.592,28.436,28.34,29.383,29.589,29.696,28.778,28.577,28.235,28.68,30.158,33.35,37.812,41.06,42.351,43.246,41.619,39.337,37.476
16/02/2023 00:00,SF,21.041,21.648,20.509,20.091,19.391,18.741,18.072,17.5,17.174,17.255,17.776,18.664,20.991,23.89,26.294,26.611,28.397,28.931,29.251,29.214,29.229,28.29,28.385,28.471,29.44,29.401,29.734,28.836,28.396,28.04,28.718,30.655,33.98,38.53,42.313,43.405,43.745,42.1,39.814,37.982
16/02/2023 00:00,R1,20.332,20.852,19.771,19.352,18.691,18.065,17.414,16.857,16.563,16.636,17.136,17.979,20.239,23.057,25.44,25.825,27.551,28.063,28.382,28.343,28.365,27.45,27.537,27.621,28.559,28.523,28.855,27.974,27.557,27.198,27.837,29.719,32.963,37.378,41.016,42.092,42.433,40.828,38.615,36.839
17/02/2023 00:00,SF,19.979,20.346,19.567,18.84,18.158,17.541,16.943,16.386,16.198,16.344,16.836,17.513,19.775,22.542,24.929,25.28,27.075,27.832,28.277,28.036,28.433,27.435,27.393,27.627,28.694,28.383,28.154,28.023,27.434,27.344,27.582,28.845,32.214,36.215,39.42,39.766,40.529,39.38,37.229,35.109
17/02/2023 00:00,R1,19.369,19.668,18.927,18.207,17.558,16.934,16.379,15.836,15.661,15.809,16.288,16.935,19.132,21.835,24.195,24.603,26.347,27.07,27.511,27.267,27.663,26.692,26.637,26.87,27.922,27.589,27.362,27.255,26.676,26.571,26.813,28.025,31.315,35.222,38.332,38.676,39.42,38.301,36.198,34.141
18/02/2023 00:00,SF,21.294,21.294,19.861,19.513,18.771,17.955,17.413,17.086,16.737,16.457,16.904,17.129,18.393,19.756,20.847,21.459,24.381,25.634,27.787,28.691,30.174,29.714,30.046,30.788,31.601,31.549,31.416,30.617,30.651,29.913,30.662,31.179,33.592,36.938,40.513,41.38,41.375,39.235,36.702,34.769
18/02/2023 00:00,R1,20.649,20.593,19.214,18.859,18.157,17.351,16.835,16.52,16.182,15.916,16.339,16.558,17.779,19.12,20.23,20.88,23.723,24.929,27.024,27.894,29.34,28.908,29.219,29.959,30.752,30.684,30.566,29.774,29.815,29.092,29.805,30.32,32.681,35.95,39.428,40.255,40.256,38.169,35.679,33.817
19/02/2023 00:00,SF,21.243,21.806,20.471,19.94,19.189,18.478,17.931,17.305,17.033,16.681,17.042,17.443,18.266,19.843,20.617,21.453,24.009,26.245,28.673,30.407,30.733,30.955,31.899,32.974,33.839,34.271,33.935,33.338,33.25,32.973,33.7,35.241,37.793,41.524,44.103,44.967,43.909,41.686,39.366,36.788
19/02/2023 00:00,R1,20.59,21.072,19.797,19.256,18.55,17.855,17.331,16.717,16.46,16.118,16.475,16.842,17.653,19.191,19.991,20.871,23.343,25.527,27.879,29.565,29.892,30.107,31.023,32.072,32.913,33.326,32.998,32.391,32.331,32.051,32.766,34.249,36.747,40.374,42.885,43.716,42.685,40.536,38.267,35.758
20/02/2023 00:00,SF,20.273,20.781,19.88,19.247,18.668,17.98,17.399,17.003,16.62,16.844,17.334,18.255,20.459,23.432,25.526,25.954,27.328,28.207,28.472,28.412,28.68,27.977,28.163,28.502,29.419,29.238,29.185,28.699,28.092,27.654,27.938,29.317,32.878,37.494,41.204,42.818,43.307,41.508,39.315,37.256
20/02/2023 00:00,R1,19.602,20.018,19.165,18.545,17.984,17.317,16.761,16.36,16.007,16.223,16.703,17.588,19.739,22.61,24.705,25.222,26.526,27.382,27.661,27.596,27.851,27.172,27.351,27.684,28.581,28.405,28.325,27.85,27.273,26.835,27.1,28.447,31.904,36.386,39.978,41.552,42.036,40.288,38.163,36.161
21/02/2023 00:00,SF,21.224,21.801,20.834,20.282,19.793,19.274,18.81,18.479,18.123,18.144,18.482,19.191,21.278,24.24,26.463,26.634,28.07,28.806,29.061,28.939,28.695,28,28.215,28.476,29.041,29.01,29.023,28.599,27.924,27.85,28.328,29.646,32.849,37.537,41.702,42.713,43.53,42.021,40.217,38.148
21/02/2023 00:00,R1,20.499,20.981,20.067,19.532,19.055,18.545,18.098,17.767,17.422,17.453,17.795,18.483,20.526,23.414,25.607,25.878,27.238,27.96,28.232,28.109,27.869,27.176,27.392,27.64,28.191,28.152,28.16,27.745,27.106,27.003,27.463,28.753,31.879,36.418,40.459,41.447,42.233,40.774,39.022,37.014
22/02/2023 00:00,SF,21.848,22.46,21.484,20.819,20.384,19.828,19.266,19.164,18.913,18.85,19.236,19.943,22.194,25.262,27.174,27.727,29.258,29.51,30.059,29.917,29.958,29.468,29.282,29.177,30.255,30.381,30.462,29.55,29.256,28.864,29.295,30.573,33.653,38.115,41.627,43.382,44.576,42.959,40.51,38.638
22/02/2023 00:00,R1,21.109,21.614,20.688,20.028,19.626,19.086,18.532,18.42,18.181,18.139,18.521,19.206,21.392,24.392,26.282,26.904,28.414,28.654,29.203,29.057,29.096,28.621,28.445,28.328,29.382,29.494,29.563,28.673,28.378,27.983,28.409,29.654,32.659,36.958,40.372,42.071,43.217,41.661,39.277,37.46
23/02/2023 00:00,SF,22.675,23.411,22.233,21.841,21.193,20.609,19.979,19.475,19.079,18.979,19.379,20.164,22.495,25.358,27.484,27.914,29.784,30.432,30.823,30.783,30.789,30.017,30.048,30.237,31.14,31.189,31.554,30.629,29.972,29.549,30.153,31.813,34.703,39.041,42.975,44.756,45.392,43.802,41.398,39.627
23/02/2023 00:00,R1,21.86,22.468,21.338,20.946,20.328,19.784,19.164,18.681,18.308,18.223,18.618,19.385,21.624,24.391,26.509,27.022,28.851,29.467,29.856,29.812,29.816,29.076,29.1,29.272,30.145,30.2,30.536,29.646,29.008,28.594,29.177,30.783,33.58,37.788,41.566,43.294,43.912,42.373,40.043,38.332
24/02/2023 00:00,SF,22.301,22.923,22.142,21.548,20.947,20.462,19.953,19.463,19.265,19.196,19.529,20.044,22.156,24.914,27.002,27.577,29.496,30.169,30.766,30.641,30.995,30.304,30.174,30.513,31.483,31.341,31.168,30.941,30.093,29.88,30.122,31.065,33.876,37.654,41.001,42.129,43.174,42.094,39.757,37.652
24/02/2023 00:00,R1,21.57,22.071,21.35,20.743,20.174,19.69,19.198,18.733,18.544,18.482,18.818,19.311,21.375,24.06,26.12,26.785,28.655,29.298,29.888,29.765,30.11,29.438,29.302,29.631,30.574,30.43,30.253,30.031,29.217,28.997,29.223,30.13,32.877,36.546,39.789,40.887,41.898,40.853,38.588,36.525
25/02/2023 00:00,SF,23.789,24.557,23.28,22.907,22.07,21.566,20.969,20.478,20.172,20.028,20.183,20.168,21.197,22.561,23.105,23.869,26.492,28.216,30.156,31.772,32.557,32.767,33.435,34.039,34.647,34.944,35.059,34.328,33.433,32.998,33.632,34.052,35.892,39.193,42.435,44.394,44.704,43.079,40.711,38.246
25/02/2023 00:00,R1,22.963,23.591,22.367,22.005,21.2,20.707,20.143,19.649,19.357,19.213,19.362,19.363,20.35,21.7,22.28,23.134,25.681,27.348,29.235,30.779,31.542,31.75,32.403,32.99,33.577,33.846,33.959,33.25,32.379,31.942,32.558,32.965,34.769,37.968,41.105,43.005,43.311,41.728,39.418,37.024
26/02/2023 00:00,SF,24.535,25.236,24.01,23.375,22.626,21.835,21.498,21.031,20.665,20.106,20.199,20.312,21.028,22.432,22.511,23.744,26.061,28.108,31.475,33.158,33.885,34.498,35.487,36.364,37.748,38.264,38.15,36.995,36.824,36.501,36.806,37.681,39.913,43.762,46.765,47.785,47.231,44.678,42.296,40.086
26/02/2023 00:00,R1,23.741,24.315,23.126,22.499,21.786,21.007,20.688,20.214,19.862,19.336,19.434,19.54,20.233,21.613,21.718,23.035,25.295,27.281,30.547,32.188,32.899,33.488,34.444,35.291,36.647,37.138,36.996,35.881,35.711,35.384,35.69,36.535,38.726,42.458,45.368,46.363,45.821,43.339,41.016,38.874
27/02/2023 00:00,SF,23.248,24.087,23.208,22.71,22.175,21.617,21.117,20.785,20.347,20.242,20.591,21.239,23.409,26.412,28.175,28.901,30.503,31.371,31.788,31.728,31.915,31.612,31.686,32.159,32.932,33.039,33.023,32.395,31.495,30.926,31.205,32.312,35.29,39.64,43.45,45.908,46.634,44.935,42.541,40.488
27/02/2023 00:00,R1,22.473,23.152,22.309,21.809,21.303,20.747,20.275,19.949,19.547,19.461,19.798,20.433,22.523,25.44,27.201,28.031,29.585,30.42,30.833,30.775,30.953,30.668,30.733,31.192,31.948,32.033,32.02,31.408,30.518,29.97,30.23,31.301,34.21,38.44,42.12,44.493,45.206,43.547,41.231,39.252
28/02/2023 00:00,SF,23.223,24.017,23.266,22.849,22.401,21.968,21.542,20.987,20.666,20.523,20.765,21.366,23.51,26.475,28.435,28.854,30.393,31.095,31.444,31.305,31.016,30.606,30.734,31.101,31.57,31.718,31.772,31.253,30.342,30.137,30.597,31.668,34.392,38.856,43.113,44.819,45.885,44.48,42.554,40.467
28/02/2023 00:00,R1,22.408,23.006,22.277,21.862,21.445,21.01,20.614,20.067,19.778,19.644,19.891,20.48,22.562,25.439,27.379,27.933,29.427,30.121,30.468,30.328,30.056,29.654,29.778,30.127,30.586,30.717,30.755,30.247,29.373,29.175,29.617,30.654,33.299,37.605,41.726,43.375,44.424,43.058,41.179,39.173
01/03/2023 00:00,SF,23.226,23.968,23.189,22.575,22.173,21.669,21.137,20.906,20.653,20.431,20.642,21.298,23.536,26.654,28.361,28.98,30.571,30.807,31.454,31.362,31.38,31.061,30.822,30.802,31.825,32.062,32.152,31.201,30.721,30.25,30.603,31.69,34.364,38.6,42.21,44.519,45.956,44.474,41.945,40.033
02/03/2023 00:00,SF,23.313,24.163,23.082,22.746,22.156,21.632,21.055,20.548,20.364,20.051,20.363,21.099,23.351,26.191,28.156,28.62,30.462,31.036,31.527,31.617,31.603,30.946,30.93,31.175,32.029,32.141,32.502,31.575,30.769,30.278,30.792,32.272,34.863,39.016,43.028,45.265,46.164,44.712,42.253,40.374
03/03/2023 00:00,SF,23.637,24.443,23.69,23.144,22.585,22.129,21.685,21.228,21.112,20.818,20.984,21.441,23.6,26.37,28.256,28.932,30.961,31.696,32.332,32.15,32.477,31.949,31.758,32.189,33.088,33.072,32.891,32.613,31.585,31.307,31.5,32.258,34.739,38.323,41.742,43.395,44.659,43.691,41.308,39.183
04/03/2023 00:00,SF,24.584,25.872,24.654,24.307,23.384,22.928,22.303,21.698,21.317,20.983,21.076,20.906,21.821,23.225,23.62,24.478,27.051,28.927,30.782,32.643,33.202,33.674,34.419,34.962,35.518,35.926,36.075,35.376,34.145,33.762,34.327,34.621,36.157,39.365,42.541,45.063,45.575,44.228,41.961,39.204
05/03/2023 00:00,SF,26.21,27.05,25.94,25.219,24.488,23.608,23.314,22.839,22.378,21.727,21.776,21.742,22.348,23.672,23.447,24.821,26.977,28.825,32.644,34.437,35.382,36.238,37.236,37.985,39.62,40.138,40.199,38.722,38.473,38.135,38.18,38.63,40.639,44.434,47.68,48.871,48.699,46.102,43.723,41.707
06/03/2023 00:00,SF,23.66,24.459,23.693,23.187,22.676,22.108,21.621,21.319,20.872,20.727,20.91,21.659,23.81,26.792,28.459,29.162,30.757,31.629,32.066,32.129,32.251,31.866,31.919,32.415,33.188,33.245,33.209,32.602,31.606,31.054,31.269,32.217,34.994,39.111,42.985,45.761,46.753,45.192,42.86,40.801
07/03/2023 00:00,SF,24.502,25.434,24.644,24.27,23.84,23.427,22.987,22.46,22.014,21.754,21.93,22.479,24.616,27.604,29.406,29.852,31.505,32.232,32.616,32.595,32.213,31.836,31.903,32.336,32.779,32.979,33.017,32.465,31.424,31.2,31.593,32.512,34.915,39.113,43.396,45.555,46.872,45.633,43.726,41.705
08/03/2023 00:00,SF,25.215,26.243,25.391,24.867,24.535,24.102,23.65,23.459,23.187,22.776,22.961,23.509,25.768,28.902,30.38,31.022,32.82,33.137,33.807,33.749,33.641,33.473,33.152,33.246,34.185,34.59,34.697,33.665,32.977,32.457,32.791,33.68,35.94,39.887,43.53,46.441,48.113,46.801,44.276,42.304
09/03/2023 00:00,SF,25.251,26.39,25.166,24.939,24.357,23.866,23.33,22.88,22.556,22.146,22.381,23.015,25.264,28.138,29.954,30.388,32.437,33.087,33.598,33.715,33.593,33.055,32.972,33.319,34.104,34.366,34.739,33.726,32.731,32.231,32.707,34.011,36.227,40.093,44.113,46.89,48.002,46.702,44.277,42.445
10/03/2023 00:00,SF,25.361,26.398,25.557,25.094,24.549,24.129,23.729,23.339,23.099,22.663,22.836,23.183,25.314,28.098,29.787,30.464,32.644,33.375,34.059,34.02,34.222,33.812,33.548,34.074,34.903,35.011,34.836,34.486,33.293,32.997,33.135,33.734,35.853,39.16,42.591,44.746,46.252,45.456,43.104,40.985
11/03/2023 00:00,SF,25.05,26.546,25.348,25.026,24.057,23.612,22.991,22.315,21.928,21.605,21.741,21.563,22.307,23.692,24.053,24.921,27.425,29.43,31.217,33.285,33.611,34.121,34.898,35.368,35.931,36.383,36.502,35.847,34.423,34.109,34.558,34.804,36.089,39.152,42.238,45.161,45.844,44.843,42.712,39.829
12/03/2023 00:00,SF,23.485,24.113,23.037,22.288,21.609,20.877,20.505,19.851,19.341,18.86,19.041,19.269,20.046,21.487,21.865,22.84,25.116,27.199,30.368,31.997,32.485,33.186,34.062,34.761,35.987,36.337,36.402,35.023,34.818,34.712,34.951,35.471,37.474,40.835,43.97,45.339,45.202,43.166,40.96,38.766
13/03/2023 00:00,SF,20.317,20.896,20.17,19.576,19.06,18.328,17.692,17.353,17.075,17.121,17.553,18.521,20.726,23.626,25.492,26.04,27.238,28.097,28.311,28.312,28.511,27.75,27.88,28.197,29.089,28.789,28.617,28.166,27.372,26.848,26.94,27.895,30.924,35.034,38.925,41.408,42.681,41.343,39.239,37.194
14/03/2023 00:00,SF,22.056,22.672,21.962,21.449,20.997,20.41,19.852,19.255,18.869,18.754,19.073,19.86,22.094,25.027,27,27.322,28.64,29.371,29.561,29.555,29.268,28.518,28.646,28.924,29.487,29.363,29.294,28.878,27.975,27.805,28.108,29.015,31.632,35.741,40.053,41.993,43.559,42.522,40.796,38.856
15/03/2023 00:00,SF,23.058,23.801,23.037,22.413,22.008,21.411,20.798,20.588,20.252,20.017,20.31,21.019,23.313,26.41,27.998,28.571,30.072,30.407,30.888,30.83,30.807,30.297,30.041,29.995,31.037,31.143,31.132,30.224,29.669,29.214,29.44,30.321,32.786,36.642,40.289,42.977,44.902,43.777,41.451,39.532
16/03/2023 00:00,SF,21.915,22.624,21.48,21.091,20.51,19.863,19.208,18.721,18.443,18.36,18.737,19.595,21.922,24.696,26.526,26.95,28.543,29.175,29.417,29.43,29.489,28.566,28.563,28.705,29.629,29.506,29.706,28.878,28.123,27.641,28.017,29.316,31.84,35.699,39.713,42.114,43.5,42.434,40.199,38.387
17/03/2023 00:00,SF,20.435,20.984,20.277,19.61,19.036,18.398,17.84,17.368,17.261,17.244,17.619,18.298,20.488,23.14,25.067,25.463,27.046,27.798,28.187,28.08,28.519,27.504,27.382,27.666,28.702,28.265,27.896,27.821,26.944,26.743,26.706,27.381,29.967,33.305,36.743,38.299,40.088,39.54,37.478,35.4
18/03/2023 00:00,SF,21.328,21.729,20.167,19.98,19.159,18.323,18.012,17.611,17.487,17.445,17.832,17.671,18.685,19.919,20.637,21.248,24.034,25.481,27.293,28.331,29.719,29.544,29.714,30.317,31.249,31.238,30.876,30.268,29.867,29.034,29.522,29.562,31.087,34.007,37.733,39.884,40.448,39.237,36.885,34.781
19/03/2023 00:00,SF,22.058,22.585,21.561,20.826,20.167,19.366,18.923,18.25,17.813,17.386,17.584,18.151,19.037,20.519,21.129,21.712,23.954,26.148,28.903,30.363,30.752,31.509,32.366,33.084,34.013,34.234,34.386,33.102,32.855,32.862,33.091,33.654,35.557,38.699,41.677,43.171,43.201,41.651,39.549,37.35
20/03/2023 00:00,SF,20.601,21.023,20.26,19.676,19.157,18.427,17.84,17.5,17.102,17.145,17.551,18.575,20.726,23.602,25.291,25.732,26.875,27.724,27.853,27.895,28.171,27.463,27.566,27.933,28.802,28.532,28.312,27.863,27.035,26.522,26.487,27.384,30.218,34.107,37.91,40.519,41.991,40.908,38.92,36.958
21/03/2023 00:00,SF,19.775,20.268,19.529,18.981,18.556,17.935,17.379,16.801,16.552,16.596,16.982,17.953,20.205,23.036,24.956,25.095,26.158,26.857,26.863,26.808,26.645,25.758,25.909,26.122,26.723,26.461,26.266,25.974,25.19,25.019,25.179,26.047,28.735,32.741,36.947,38.736,40.516,39.757,38.245,36.26
22/03/2023 00:00,SF,19.655,20.066,19.216,18.467,18.047,17.318,16.634,16.467,16.208,16.266,16.7,17.683,19.985,22.942,24.623,24.962,26.047,26.364,26.562,26.447,26.587,25.735,25.548,25.361,26.501,26.265,26.096,25.37,25.039,24.647,24.726,25.631,28.358,32.162,35.696,37.981,40.144,39.308,37.257,35.485
23/03/2023 00:00,SF,19.645,20.137,18.982,18.499,17.877,17.119,16.401,15.855,15.672,15.714,16.194,17.203,19.524,22.259,24.252,24.468,25.796,26.426,26.504,26.555,26.671,25.461,25.499,25.554,26.55,26.182,26.267,25.551,24.934,24.522,24.773,26.096,28.78,32.515,36.433,38.577,40.197,39.377,37.43,35.657
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
